Setophaga americana,386401465c6bd1e5ee3eaf22a0412143.jpg,152,297,580,593,0.8470213
Setophaga americana,38a039f7fca7c122588c7bc6114ea0e7.jpg,121,171,589,620,0.8132171
Setophaga americana,395a407b8322dec7c6bc160cca866d14.jpg,91,234,351,681,0.82500905
Setophaga americana,3e79ed515c97e1862245606242a7bf4f.jpg,162,145,391,417,0.8228812
Setophaga americana,41edfa4406e8e609284372869f39c53a.jpg,0,0,635,800,-1
Setophaga americana,421860b9cda3e3b7471f0422b28cee53.jpg,162,394,430,636,0.37323642
Setophaga americana,429326f754da7298f6858874a739a433.jpg,265,108,437,411,0.79595745
Setophaga americana,42ba2d648c2a2d18571dd122d997ae0f.jpg,294,9,399,222,0.32991305
Setophaga americana,4596bb165d722f20660a246a95de1fab.jpg,25,279,476,769,0.35291895
Setophaga americana,4596bb165d722f20660a246a95de1fab.jpg,145,231,347,447,0.78991455
Setophaga americana,45d60b99173065c9ed2356b31d7fb18f.jpg,201,63,482,770,0.78573704
Setophaga americana,4602cd9ec93fb57072f9a66edac522e7.jpg,207,183,350,383,0.33438236
Setophaga americana,4602cd9ec93fb57072f9a66edac522e7.jpg,216,438,317,601,0.33984545
Setophaga americana,4602cd9ec93fb57072f9a66edac522e7.jpg,204,303,335,591,0.576923
Setophaga americana,46601c983e354e8f8480b45745b4ea64.jpg,266,286,475,493,0.67130977
Setophaga americana,4c9141342f536d5ae0f3f28fabe1ab1e.jpg,248,309,445,474,0.36240643
Setophaga americana,4c9141342f536d5ae0f3f28fabe1ab1e.jpg,268,327,417,435,0.68111396
Setophaga americana,4c9939b1775586da4a1cb5bc46fb69f0.jpg,145,411,254,459,0.31160983
Setophaga americana,4c9939b1775586da4a1cb5bc46fb69f0.jpg,143,324,241,450,0.3855584
Setophaga americana,4c9939b1775586da4a1cb5bc46fb69f0.jpg,152,290,222,427,0.593435
Setophaga americana,4cecb48577135a8de245dfdc7f0f8f6d.jpg,202,122,438,528,0.88134545
Setophaga americana,4d1915a41b0c9d5ee8170d05d21fc535.jpg,0,0,600,800,-1
Setophaga americana,4ecd0539938021f7d305bd8128e5214f.jpg,128,363,427,532,0.7539471
Setophaga americana,5197e49e78584f6cd7965d2ce72f4f04.jpg,230,729,434,800,0.5257948
Setophaga americana,5197e49e78584f6cd7965d2ce72f4f04.jpg,233,358,525,477,0.86713064
Setophaga americana,526c13e6f96d6f1c3889173161da9476.jpg,286,265,444,485,0.59779376
Setophaga americana,527973618243629de8062a68558fe0ef.jpg,467,139,660,339,0.7832693
Setophaga americana,52c1dcab46f50f48132081ad99582540.jpg,413,211,667,484,0.8403038
Setophaga americana,52d6a62c254d3cd33cfba43b1965ac57.jpg,212,162,541,662,0.9113769
Setophaga americana,536719f4cae1f71ec3976f3e0992e09c.jpg,275,315,503,466,0.7782313
Setophaga americana,5377fe24e3c8c38d239bc3bd0a012a51.jpg,187,152,427,436,0.7640501
Setophaga americana,54961060de8870a62ee0c3a5d99bcca3.jpg,107,61,435,647,0.93577904
Setophaga americana,57d485afc6a12055b6d9ae77c76064c6.jpg,253,219,375,498,0.76278776
Setophaga americana,5b536e74d6ffd3ab524ca90cd64f3fd0.jpg,317,341,560,571,0.7987413
Setophaga americana,5dc901ffe7a861d7657546473a99bd91.jpg,137,307,394,469,0.75981694
Setophaga americana,5e148e5890641c3ecaffe06a85dfa1c2.jpg,153,63,382,558,0.8961739
Setophaga americana,6089c396c019a2032b669f16a41f5e8f.jpg,109,190,314,337,0.6175199
Setophaga americana,60d994d1afd0cde505ffa1931db63ac4.jpg,235,140,582,405,0.8474162
Setophaga americana,63e4a1944f9412c533748755b53d1646.jpg,256,389,332,499,0.56035167
Setophaga americana,663f3af30627fdea45d8505693b4ea12.jpg,0,0,600,800,-1
Setophaga americana,674f60be74f6146e5f2ad5e26d5ace4e.jpg,154,241,554,664,0.92977256
Setophaga americana,6978bcf3a515916695f3f8e860afb675.jpg,201,219,469,406,0.7404784
Setophaga americana,69ca9494bd3cde2d41349fc984fd5de0.jpg,236,120,650,568,0.8991181
Setophaga americana,6a89e24957a5cd93721744cc6b1302d7.jpg,185,219,473,340,0.87292594
Setophaga americana,6c8b9a215af430a37037b29f93ac72ba.jpg,219,197,529,508,0.79397047
Setophaga americana,6ce01a1a4ab690a7d50e2191494e83f4.jpg,179,352,407,578,0.30423433
Setophaga americana,6d9ddf360d5dc919ca2b614811ed9790.jpg,142,263,366,541,0.69417655
Setophaga americana,6e10b5047e80e8167f854ab85fd93089.jpg,0,0,669,800,-1
Setophaga americana,6e21b8181b5e1cbeab4d9c4cdac0834f.jpg,258,248,407,564,0.3582799
Setophaga americana,6f24843cb0d4af1f8e448de3eb821eaf.jpg,152,199,469,715,0.87686706
Setophaga americana,6ff1e4b539632d9b68eb569fe60cb779.jpg,179,150,718,395,0.5125374
Setophaga americana,71f629260dcfc18c528e323da0da6c87.jpg,129,326,415,487,0.7483262
Setophaga americana,727ff433f4b7c2f6596f179905cb674b.jpg,202,222,433,448,0.83177465
Setophaga americana,732cace8edeaedcec0010642454e18c9.jpg,120,241,409,552,0.8134172
Setophaga americana,74bbcc996971c1dc1c2717a7f6dfb892.jpg,0,0,576,800,-1
Setophaga americana,74f7d4026e9db2c2c4ee1c36f5c4be6e.jpg,269,173,663,431,0.8405681
Setophaga americana,78ede833a6fa7edf96547cf263e46b27.jpg,182,211,430,663,0.8106934
Setophaga americana,78f0f251497ebe8ced90394cc1764d0f.jpg,188,311,349,465,0.7605112
Setophaga americana,78f76eb6614b31deeaacaa3c0144198b.jpg,76,487,165,584,0.4671717
Setophaga americana,7a6471a1abd3eab51dd6743261c9b331.jpg,308,303,471,623,0.75866914
Setophaga americana,7a828e532d8a2206d93919e77cfb42ba.jpg,155,181,302,486,0.85367835
Setophaga americana,7be0b3fbf08e1e9bd5daf78461075e68.jpg,190,256,741,734,0.88946325
Setophaga americana,7d05c38c1ca7cce76c232a613c836480.jpg,169,287,413,532,0.50338805
Setophaga americana,7dc96aba33fadb188ab8ca2a6b54d5b4.jpg,449,215,678,401,0.83636105
Setophaga americana,7e31fef86ced3bf1f5b63d62d3016572.jpg,69,57,462,389,0.7412555
Setophaga americana,7fce4af99e0b269aeecdb49c9bc515a4.jpg,220,272,401,518,0.77489185
Setophaga americana,8045b1c041ce4961e61edab2755a63cc.jpg,144,333,385,596,0.7253568
Setophaga americana,81130a1df31d67f9e33a823013b0d12c.jpg,255,319,340,450,0.60071176
Setophaga americana,81de0e7f9719a2229a555a453d46a2bc.jpg,85,209,319,447,0.8485005
Setophaga americana,8293e3b5992a911cae8a7158e5bbab14.jpg,220,304,334,463,0.63500947
Setophaga americana,8380021ff3620cb607204361fb71554f.jpg,242,281,445,416,0.9157724
Setophaga americana,845acfc5d0757ae5a3d4b95c0cf90ff6.jpg,212,164,541,659,0.91316277
Setophaga americana,846e3cef68605ae9e35ca919263cca77.jpg,245,330,431,423,0.7038881
Setophaga americana,84e753ed79236d7aeb516f6a1c649425.jpg,347,390,459,474,0.50932187
Setophaga americana,865881c0de9041219f7b57fac9d54799.jpg,192,310,433,625,0.83785707
Setophaga americana,8671b4fb99d78fbd9c3c52e580df7aa7.jpg,197,337,314,460,0.36033106
Setophaga americana,867e7f1fd3d7d1903d3fcab4579b8fe2.jpg,240,399,276,433,0.3110308
Setophaga americana,867e7f1fd3d7d1903d3fcab4579b8fe2.jpg,156,510,185,545,0.4345434
Setophaga americana,88228fd2cd804b5827611a164be8e304.jpg,304,276,471,565,0.7771982
Setophaga americana,892689a774f5ccd4efc282234eb8854f.jpg,191,220,385,550,0.8716499
Setophaga americana,89fd9e7c0338483a8af7b45628908d04.jpg,139,260,382,689,0.91605943
Setophaga americana,8a3647d500b0aa26ba28b8d767111fee.jpg,203,219,433,461,0.85851276
Setophaga americana,8bf0d296db7e7dfd5697c6fc029701d4.jpg,0,0,533,800,-1
Setophaga americana,8d0502bd93e68afdb951ad6cb91f923c.jpg,188,233,441,560,0.83090353
Setophaga americana,8e36022ff2d6a77df32947aa249d09b2.jpg,62,220,423,580,0.5882131
Setophaga americana,93395e1c6c6f4a1ad56f8e607f141f35.jpg,173,289,437,478,0.83265346
Setophaga americana,97c23eaaac0fcc798503241a879dd474.jpg,171,306,526,569,0.8503169
Setophaga americana,98331de1567b59d43213d2b4efaf5f69.jpg,186,99,410,505,0.8675798
Setophaga americana,995132bdd0161af699496138aac138ba.jpg,225,339,420,484,0.3722977
Setophaga americana,9a262138542d6b196e0856f9bf987b8e.jpg,250,599,355,680,0.3266013
Setophaga americana,9a262138542d6b196e0856f9bf987b8e.jpg,136,686,279,756,0.5143842
Setophaga americana,9a262138542d6b196e0856f9bf987b8e.jpg,248,390,378,572,0.7298307
Setophaga americana,9c0cb7f932685982189146e024866d7b.jpg,207,248,668,458,0.8512197
Setophaga americana,9ec87db5a72bcfbfa3bb1f65ea39d329.jpg,295,306,322,341,0.31642348
Setophaga americana,a042186e45fe7c711e2f38b8804cdf80.jpg,246,282,465,434,0.7090394
Setophaga americana,a30c38d9c603a27fa9f10a172237b022.jpg,0,0,533,800,-1
Setophaga americana,a4e8683510f2b440fa6bfe1eb544b5a5.jpg,180,215,406,608,0.35034385
Setophaga americana,a5928e3bab2a83be81d60016a73d1891.jpg,224,362,300,468,0.49645644
Setophaga americana,a60e836e10ee3d944e2c4475ba59774e.jpg,202,256,328,553,0.7507034
Setophaga americana,aa0c3f63bd73b118ec9f7c04f81f7b4e.jpg,347,390,459,474,0.50932187
Setophaga americana,aa303b6223ab10b7b2b6cbd699c53ae8.jpg,0,0,575,800,-1
Setophaga americana,aa59cfa8cd8ebb2e56badc543b2eac7e.jpg,273,301,448,726,0.3527417
Setophaga americana,ab08482502b44a2c770b470e78336081.jpg,0,0,800,600,-1
Setophaga americana,acc01ab6b043c4b0188ef67fbf6ba729.jpg,0,0,800,600,-1
Setophaga americana,ad30dc3d4fe2c52bc5ecc5e3442422f4.jpg,215,239,363,533,0.8144737
Setophaga americana,af2c3f0805a11063bcd4dc8ab224c5dd.jpg,0,0,671,800,-1
Setophaga americana,b00f6b3ecc890022605494f98f80fd9b.jpg,81,347,466,607,0.9277273
Setophaga americana,b0605cb3103de0c2f223f7983956dd94.jpg,160,356,248,448,0.54075617
Setophaga americana,b194227de354f69a9a36bceb36a1766b.jpg,198,278,520,678,0.9206674
Setophaga americana,b1a06b5040329501cc2b1feccd136971.jpg,0,0,523,800,-1
Setophaga americana,b24d4853d74f006474673781d42c2ffe.jpg,324,403,432,536,0.31880596
Setophaga americana,b24d4853d74f006474673781d42c2ffe.jpg,295,422,405,519,0.32703808
Setophaga americana,b2b48ecfc02154119ceb389f5a4b969d.jpg,305,0,473,135,0.6548809
Setophaga americana,b2b48ecfc02154119ceb389f5a4b969d.jpg,216,237,787,519,0.91048884
Setophaga americana,b5254e22ac8e5b6052d320a95d88e42c.jpg,200,354,406,685,0.82038826
Setophaga americana,b57f6c3931e29dd2b51423470bed09db.jpg,97,340,458,587,0.8656962
Setophaga americana,b6d81278f0da49e1d82a3270ffe39ad5.jpg,368,314,665,619,0.7981628
Setophaga americana,b73f449ac366c68bf8578992756fee51.jpg,251,359,326,463,0.6672719
Setophaga americana,b8c5bfd10714e756b78fd91a6d497d95.jpg,132,321,227,431,0.5597097
Setophaga americana,b914bce783e2d8f26fd06b5c0fd5c6ff.jpg,239,377,381,583,0.681742
Setophaga americana,ba07c265f41fa80b95c7342cdc73a9d9.jpg,134,200,417,519,0.7951064
Setophaga americana,ba9847176a74f8469b131beb019c2203.jpg,0,0,534,800,-1
Setophaga americana,bb8553d0955476ece36b7dc7d11db3cf.jpg,197,343,316,477,0.66697615
Setophaga americana,bc34999a82afa19ba02a0094cfd0c563.jpg,221,222,399,562,0.46872848
Setophaga americana,be082eb43025e002d7217b43dabefe19.jpg,193,147,335,399,0.7355936
Setophaga americana,bf6b36691b7f9a1be5d1299207135138.jpg,184,340,489,583,0.87816054
Setophaga americana,c07a3c150b3d8ec0d50e553e174c658d.jpg,149,192,459,559,0.7794257
Setophaga americana,c1033a26af0c5cd833eecc387b78fa24.jpg,198,295,275,525,0.6608464
Setophaga americana,c41583e05700e5b6dc4cd5b314da9655.jpg,250,359,575,669,0.7315147
Setophaga americana,c5327b82c666a47f199b512ae5a99d04.jpg,155,123,374,578,0.9035742
Setophaga americana,c5daca726cc15edac72e394758fcb946.jpg,0,0,663,800,-1
Setophaga americana,c86d2bee16395609976bd75792c24128.jpg,233,249,422,445,0.34562588
Setophaga americana,c86d2bee16395609976bd75792c24128.jpg,235,455,381,618,0.49332184
Setophaga americana,c86d2bee16395609976bd75792c24128.jpg,211,279,386,629,0.62205786
Setophaga americana,c953ad1d8ff16c1b365aa697b3663093.jpg,0,0,529,800,-1
Setophaga americana,c9ff4b3ddb2a70c6100a5766e0dec131.jpg,302,346,418,456,0.7737388
Setophaga americana,cd0b5878d843e41851f608536b7088a0.jpg,265,194,459,598,0.63750714
Setophaga americana,cd7628bc1e699d9531e22d7c0e226617.jpg,155,17,469,412,0.36666548
Setophaga americana,cd7628bc1e699d9531e22d7c0e226617.jpg,168,118,364,443,0.7399851
Setophaga americana,ce37e750f5ca05df4c33241ee8b3b39a.jpg,301,147,431,408,0.76103693
Setophaga americana,d032f89817d35cad23f549d37d88d9ed.jpg,153,273,379,555,0.46846098
Setophaga americana,d30b2d42c18717b470cc765fb5c133d1.jpg,239,127,531,402,0.7787196
Setophaga americana,d31f86b2c42a90a7f05039fb48153741.jpg,246,180,338,290,0.51386636
Setophaga americana,d3c08e4c8a92fac3089d8abb54a6bcd0.jpg,75,97,455,689,0.6545577
Setophaga americana,d46df06d7f8fa42246e4bebb012b7a1b.jpg,235,161,462,449,0.5194251
Setophaga americana,d48a0e41812ac0218b592fd52f626390.jpg,138,253,391,341,0.7442427
Setophaga americana,d5618ea4667511bd4cfa04b78c346bc0.jpg,179,145,374,423,0.74312526
Setophaga americana,d5ee0cdc89df6832f944e0e159a7f7c6.jpg,132,122,679,343,0.52273357
Setophaga americana,d673f7c179a9daa81d1fb0bc170c3e03.jpg,193,220,577,389,0.8110059
Setophaga americana,d8e5740b7dc9649e907eff09537cf6a9.jpg,323,268,450,397,0.49818707
Setophaga americana,dc8b8bb642bac61c7119f6d50fa83adc.jpg,269,162,631,597,0.507033
Setophaga americana,dc8c5aba4f0ffe34b36e771018b7f978.jpg,60,265,391,646,0.49090487
Setophaga americana,dd7a21ca504ff61e7960c61c59abad64.jpg,250,241,503,675,0.75493205
Setophaga americana,de216083293f215a9ee644e351c908c1.jpg,209,311,371,576,0.62136114
Setophaga americana,de458116e3dd246d7c9d945ee6a9b50a.jpg,234,333,432,496,0.39697257
Setophaga americana,de458116e3dd246d7c9d945ee6a9b50a.jpg,246,378,388,476,0.62329876
Setophaga americana,df180ece98877fca97a04f278fb3ea08.jpg,287,131,478,686,0.85733336
Setophaga americana,df97f6012d26280f7aa62d035b0aaf8c.jpg,65,275,311,507,0.6675439
Setophaga americana,e149ff8ba0cd0f05d38708de2b446322.jpg,284,231,518,408,0.31877324
Setophaga americana,e339c0d7c3c4a8ad904fbea79b7eafc8.jpg,274,331,348,400,0.4157029
Setophaga americana,e3d193772882d0448d7b1007f4a631cb.jpg,246,338,458,483,0.82176524
Setophaga americana,e47312cdeddb0caeb5c8af47e21ee461.jpg,21,195,520,412,0.8468255
Setophaga americana,e49e2b03f7e932fbf0d10d75e7d2affe.jpg,0,162,533,543,0.9321965
Setophaga americana,e4e0e29ee341f90f3bfda1480897aa6b.jpg,84,96,181,262,0.7395285
Setophaga americana,e5a99f6f6e8c3e2e50c1bffe44c01ef1.jpg,368,172,572,499,0.8793564
Setophaga americana,e711d1941b5dd18e17d181fce209f14c.jpg,270,365,346,518,0.57799065
Setophaga americana,e7399f58c4001e6d26da72ac8569dc03.jpg,258,214,537,451,0.8479831
Setophaga americana,ea1f5c3f681c2003dfb4e8f55d09f5d8.jpg,293,341,472,537,0.69835556
Setophaga americana,ea4c714d59156ce011780a364141b0bd.jpg,194,283,242,394,0.342987
Setophaga americana,ecbc27d706829cd9950b5930602b0d73.jpg,185,212,313,467,0.8145518
Setophaga americana,ee929bad66e4f7fcc067e6229b1354d4.jpg,320,250,403,385,0.5723615
Setophaga americana,f0d4fed52863c3cd00eaaba049f8bbfb.jpg,166,313,247,529,0.8967104
Setophaga americana,f2085ee3322ca694cd9468bdfd588f79.jpg,24,21,649,749,0.9530506
Setophaga americana,f3f745ec6434625bd91e345dff4efb10.jpg,189,212,428,474,0.63278353
Setophaga americana,f4653a6cbd00f8af3540618a4c1075f3.jpg,147,246,403,361,0.7504262
Setophaga americana,f50c05787662f3ff07ee8ed0e6388378.jpg,197,212,416,445,0.7743426
Setophaga americana,f53f9c6ca4ab346ae72b16ea865e0c36.jpg,105,447,512,636,0.46583554
Setophaga americana,f5d023f24a75b2a44edcc3d90838cd90.jpg,333,377,442,509,0.71461797
Setophaga americana,f654f4ec468f64dbbdaaf59b4320ec9a.jpg,0,0,450,800,-1
Setophaga americana,f6ca3fbb31a4866e85d2db4840900db4.jpg,77,181,388,615,0.82353526
Setophaga americana,f6ca3fbb31a4866e85d2db4840900db4.jpg,36,157,495,762,0.8417548
Setophaga americana,f82c6245e70c3ca23292121a5d78ed0b.jpg,107,161,730,670,0.8966381
Setophaga americana,f8b426699fe0c830453dc9dacf1d1527.jpg,286,456,327,507,0.57420605
Setophaga americana,f8d7f48562049c463c50530a831f42ef.jpg,174,295,435,403,0.71070397
Setophaga americana,f9835595630286e00a4d46f478f467c0.jpg,0,0,600,800,-1
Setophaga americana,f98c7f64eb13945b2e21ad70a863fbc1.jpg,0,0,800,600,-1
Setophaga americana,fb064e7ca5ca83bdf10d62d159740285.jpg,247,432,321,540,0.71214974
Setophaga americana,fb19753c595ebd6f6d24089359e00784.jpg,151,276,232,329,0.6730935
Setophaga americana,fb43f3f73ce2673c049d66182ee9a568.jpg,326,326,423,422,0.7959772
Setophaga americana,fc70278c97e429edc0a7f46b957d7e75.jpg,191,491,228,546,0.5162714
Setophaga americana,fda82ccd65457b73eba99668012402f3.jpg,0,0,600,800,-1
Setophaga americana,fe983dac7cd839770b9e330423278c0b.jpg,273,339,393,460,0.7547293
Setophaga americana,fed8d3dbfc568bdf0c7856bf78b6defd.jpg,35,748,106,797,0.31216347
Setophaga americana,fed8d3dbfc568bdf0c7856bf78b6defd.jpg,315,586,351,625,0.31453484
Setophaga americana,fed8d3dbfc568bdf0c7856bf78b6defd.jpg,125,391,155,437,0.37939444
Setophaga americana,fed8d3dbfc568bdf0c7856bf78b6defd.jpg,85,567,134,620,0.48454002
Setophaga americana,fed8d3dbfc568bdf0c7856bf78b6defd.jpg,61,625,125,688,0.5490551
Setophaga americana,fed8d3dbfc568bdf0c7856bf78b6defd.jpg,299,349,386,424,0.63178873
Setophaga americana,ff883c0e9437ef4b20aa69e601022e45.jpg,273,170,487,457,0.8190705
Setophaga americana,ff90fa37a85f7dd1b610e444c9ddb17c.jpg,249,77,615,726,0.78258044
Setophaga americana,fff758470ebf00e3d2800ae091271fdb.jpg,173,219,323,673,0.78367794
Setophaga coronata,0006627d00de704f1f3dab19e0b8cfd1.jpg,204,134,509,793,0.930161
Setophaga coronata,001718669bb39a144d213a48dc6aa8d4.jpg,134,315,237,480,0.78641015
Setophaga coronata,00236154713e9dbe9c92e916d07e73f6.jpg,161,328,278,426,0.60826075
Setophaga coronata,004c01b8fa6b759cec997c6d1d73c149.jpg,67,172,477,645,0.90232694
Setophaga coronata,007cf83400572b32e368aaa060734f08.jpg,198,372,316,457,0.62899834
Setophaga coronata,008c9fa214b2c83288fc57b65469c954.jpg,0,0,604,800,-1
Setophaga coronata,009596097826a86f20797d58e0f75192.jpg,131,290,256,487,0.7920372
Setophaga coronata,00c246f3a1a62999cb2d3b26db456fb2.jpg,174,415,259,547,0.63099897
Setophaga coronata,00cbf77aa0e10f295c36399300363026.jpg,228,116,610,365,0.83974403
Setophaga coronata,00cc69f84b49a929aba04c47420a5fdd.jpg,158,278,404,441,0.80791545
Setophaga coronata,00dafb12d9900c2fc39e7a8281543857.jpg,95,73,587,602,0.7410893
Setophaga coronata,00e1f30f223c6323ff4a93e22921d597.jpg,367,140,446,261,0.6794344
Setophaga coronata,0107cdf64af24965d3ec45fb8a3c6854.jpg,180,23,424,613,0.8825132
Setophaga coronata,011508c511e3a4bc821efcf1c2602b67.jpg,345,341,458,460,0.5407163
Setophaga coronata,01536257aaed66f63240b6b2dda01ee7.jpg,170,199,501,498,0.8085998
Setophaga coronata,016410c187d668961010d9987816cc27.jpg,154,160,464,725,0.8531631
Setophaga coronata,017bae9fea2d0ff913bb912d3409d507.jpg,235,260,531,800,0.8646259
Setophaga coronata,0185fd892d101114e81969b1654df0ca.jpg,117,48,420,661,0.90045047
Setophaga coronata,01b3b690013c3ea4d5a64d7e12faa888.jpg,0,0,600,800,-1
Setophaga coronata,01bbbb9d1f4d54c222d6cd4493f4ccfe.jpg,175,389,377,655,0.4593328
Setophaga coronata,01bbbb9d1f4d54c222d6cd4493f4ccfe.jpg,176,317,356,517,0.49605605
Setophaga coronata,0206f1b68f3922c99878d2ecd0194c0f.jpg,249,313,387,565,0.8653398
Setophaga coronata,02098f12a437b0a5c730e390564eac23.jpg,181,319,339,495,0.7394175
Setophaga coronata,0221549069356cea4ba0458ed9502425.jpg,197,334,314,439,0.41069427
Setophaga coronata,02275ed956d49a6767190173bc5a4e81.jpg,111,268,553,480,0.9407243
Setophaga coronata,0234e43f6af048fc63d6c2eae0e577df.jpg,95,216,430,692,0.89607227
Setophaga coronata,023d893021dafd13723666bfec25cb75.jpg,265,272,377,403,0.36792532
Setophaga coronata,0250daac43331b760a745762298834f8.jpg,187,287,406,513,0.81578314
Setophaga coronata,0253659c3d319e85fda9152434e09118.jpg,128,154,438,540,0.8162111
Setophaga coronata,028e6f7b12a8d2c5ed0f8b20d435a717.jpg,92,19,319,253,0.41229537
Setophaga coronata,02e6201d4a48675eac02b66d0ea32b9d.jpg,103,108,500,537,0.85227627
Setophaga coronata,02edcfb8922d0295ed40ce3af90c3fbb.jpg,0,0,533,800,-1
Setophaga coronata,02f66599bdb78dfd90b981c155aef3e0.jpg,92,78,445,689,0.90324694
Setophaga coronata,03160b6da4bc5779376c7743cb96a12b.jpg,178,392,327,507,0.44125485
Setophaga coronata,03160b6da4bc5779376c7743cb96a12b.jpg,154,369,370,528,0.7458048
Setophaga coronata,031a7358dc67f4500b5be8180a61d56e.jpg,230,188,379,478,0.78261244
Setophaga coronata,03c29787d3e82069f3e846b9458569c3.jpg,163,328,340,429,0.80082643
Setophaga coronata,040ba6902e08d5a8a1e242c4b8917144.jpg,95,219,428,589,0.42751247
Setophaga coronata,040ba6902e08d5a8a1e242c4b8917144.jpg,116,323,358,575,0.7715502
Setophaga coronata,042184f4487fbabdd8f6396f8230a0fb.jpg,44,194,574,599,0.66603225
Setophaga coronata,042184f4487fbabdd8f6396f8230a0fb.jpg,68,291,534,510,0.72096086
Setophaga coronata,04776d50905a93d65d519e59a9095e7a.jpg,153,297,405,536,0.8379968
Setophaga coronata,04d4a969eef2bccdff49b78cf8bf777b.jpg,233,294,469,433,0.80850756
